ExperimentNumber,NumberOfNodes,TrainingPeriods,PreShockRounds,TieBenefit,TriangleBenefit,SpilloverBenefit,PreShockCost,PostShockCost,NumberNodesShocked,PointsMultiplier,Period,ActivePlayer,PlayerName,Shocked,Profit,PlayerConnectedToLayer-1_Node1,PlayerConnectedToLayer-1_Node2,PlayerConnectedToLayer-1_Node3,PlayerConnectedToLayer-1_Node4,PlayerConnectedToLayer-1_Node5,PlayerConnectedToLayer-1_Node6,PlayerConnectedToLayer-2_Node1,PlayerConnectedToLayer-2_Node2,PlayerConnectedToLayer-2_Node3,PlayerConnectedToLayer-2_Node4,PlayerConnectedToLayer-2_Node5,PlayerConnectedToLayer-2_Node6,gender,year,major
,,,,,,,,,,,72,2,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Soph,Social
,,,,,,,,,,,72,2,5,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Agri
,,,,,,,,,,,72,2,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,F,Junior,Social
60,6,2,5,1.0,0.9,0.3,0.2,0.6,4,0.5,1,5,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,1,5,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,1,5,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Senior,Social
,,,,,,,,,,,1,5,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Senior,Eng
,,,,,,,,,,,1,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Junior,Social
,,,,,,,,,,,1,5,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,2,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,2,2,2,1,1.2,0,0,0,1,0,0,0,0,0,0,1,0,F,Senior,Social
,,,,,,,,,,,2,2,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Senior,Social
,,,,,,,,,,,2,2,4,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Eng
,,,,,,,,,,,2,2,5,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,M,Junior,Social
,,,,,,,,,,,2,2,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,3,4,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,3,4,2,1,1.2,0,0,0,1,0,0,0,0,0,0,1,0,F,Senior,Social
,,,,,,,,,,,3,4,3,1,0.8,0,0,0,0,0,0,0,0,0,1,0,0,M,Senior,Social
,,,,,,,,,,,3,4,4,0,1.1,0,1,0,0,1,0,0,0,1,0,1,0,M,Senior,Eng
,,,,,,,,,,,3,4,5,0,1.5,0,0,0,1,0,0,0,1,0,1,0,0,M,Junior,Social
,,,,,,,,,,,3,4,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,4,3,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,4,3,2,1,2.1,0,0,0,1,0,0,0,0,1,0,1,0,F,Senior,Social
,,,,,,,,,,,4,3,3,1,3.0,0,0,0,0,0,0,0,1,0,1,1,0,M,Senior,Social
,,,,,,,,,,,4,3,4,0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,M,Senior,Eng
,,,,,,,,,,,4,3,5,0,2.9,0,0,0,1,0,0,0,1,1,1,0,0,M,Junior,Social
,,,,,,,,,,,4,3,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,5,1,1,1,1.2,0,1,0,0,0,0,0,0,0,0,0,1,F,Senior,Other
,,,,,,,,,,,5,1,2,1,1.7,1,0,0,1,0,0,0,0,1,0,1,0,F,Senior,Social
,,,,,,,,,,,5,1,3,1,3.0,0,0,0,0,0,0,0,1,0,1,1,0,M,Senior,Social
,,,,,,,,,,,5,1,4,0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,M,Senior,Eng
,,,,,,,,,,,5,1,5,0,2.9,0,0,0,1,0,0,0,1,1,1,0,0,M,Junior,Social
,,,,,,,,,,,5,1,6,1,0.8,0,0,0,0,0,0,1,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,6,6,1,1,1.2,0,1,0,0,0,0,0,0,0,0,0,1,F,Senior,Other
,,,,,,,,,,,6,6,2,1,2.7,1,0,0,1,0,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,6,6,3,1,4.4,0,0,0,0,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,6,6,4,0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,M,Senior,Eng
,,,,,,,,,,,6,6,5,0,3.9,0,0,0,1,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,6,6,6,1,3.5,0,0,0,0,0,0,1,1,1,0,1,0,F,Senior,Social
,,,,,,,,,,,7,4,1,1,1.2,0,1,0,0,0,0,0,0,0,0,0,1,F,Senior,Other
,,,,,,,,,,,7,4,2,1,2.7,1,0,0,1,0,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,7,4,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,7,4,4,0,2.1,0,1,1,0,1,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,7,4,5,0,4.8,0,0,0,1,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,7,4,6,1,4.5,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,8,2,1,1,1.2,0,1,0,0,0,0,0,0,0,0,0,1,F,Senior,Other
,,,,,,,,,,,8,2,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,8,2,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,8,2,4,0,3.0,0,1,1,0,1,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,8,2,5,0,4.8,0,1,0,1,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,8,2,6,1,4.5,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,9,5,1,1,1.2,0,1,0,0,0,0,0,0,0,0,0,1,F,Senior,Other
,,,,,,,,,,,9,5,2,1,1.8,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,9,5,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,9,5,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,9,5,5,0,4.8,0,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,9,5,6,1,4.5,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,10,6,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,10,6,2,1,1.8,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,10,6,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,10,6,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,10,6,5,0,4.8,0,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,10,6,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,11,1,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,11,1,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,11,1,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,11,1,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,11,1,5,0,4.5,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,11,1,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,12,3,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,12,3,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,12,3,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,12,3,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,12,3,5,0,4.5,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,12,3,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,13,6,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,13,6,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,13,6,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,13,6,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,13,6,5,0,4.5,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,13,6,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,14,5,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,14,5,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,14,5,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,14,5,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,14,5,5,0,4.5,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,14,5,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,15,3,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,15,3,2,1,2.7,1,0,0,1,1,0,0,0,1,0,1,1,F,Senior,Social
,,,,,,,,,,,15,3,3,1,4.8,0,0,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,15,3,4,0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,15,3,5,0,4.5,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,15,3,6,1,5.3,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,16,2,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,16,2,2,1,3.3,1,0,1,1,1,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,16,2,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,16,2,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,16,2,5,0,5.4,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,16,2,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,17,1,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,17,1,2,1,3.3,1,0,1,1,1,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,17,1,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,17,1,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,17,1,5,0,5.4,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,17,1,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,18,4,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,18,4,2,1,3.3,1,0,1,1,1,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,18,4,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,18,4,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,18,4,5,0,5.4,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,18,4,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,19,3,1,1,2.1,0,1,0,0,1,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,19,3,2,1,3.3,1,0,1,1,1,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,19,3,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,19,3,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,19,3,5,0,5.4,1,1,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,19,3,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,20,5,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,20,5,2,1,4.1,1,0,1,1,0,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,20,5,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,20,5,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,20,5,5,0,6.2,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,20,5,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,21,1,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,21,1,2,1,4.1,1,0,1,1,0,0,0,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,21,1,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,21,1,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,21,1,5,0,6.2,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,21,1,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,22,2,1,1,1.5,0,1,0,0,0,0,0,1,0,0,0,0,F,Senior,Other
,,,,,,,,,,,22,2,2,1,0.3,1,0,1,1,0,1,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,22,2,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,22,2,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,22,2,5,0,6.2,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,22,2,6,1,5.7,0,1,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,23,4,1,1,1.5,0,1,0,0,0,0,0,1,0,0,0,0,F,Senior,Other
,,,,,,,,,,,23,4,2,1,0.3,1,0,1,1,0,1,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,23,4,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,23,4,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,23,4,5,0,6.2,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,23,4,6,1,5.7,0,1,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,24,6,1,1,1.5,0,1,0,0,0,0,0,1,0,0,0,0,F,Senior,Other
,,,,,,,,,,,24,6,2,1,2.4,1,0,1,1,0,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,24,6,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,24,6,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,24,6,5,0,6.2,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,24,6,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,25,5,1,1,2.4,0,1,0,0,0,0,0,1,0,0,1,0,F,Senior,Other
,,,,,,,,,,,25,5,2,1,3.3,1,0,1,1,0,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,25,5,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,25,5,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,25,5,5,0,6.3,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,25,5,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,26,1,1,1,2.4,0,1,0,0,0,0,0,1,0,0,1,0,F,Senior,Other
,,,,,,,,,,,26,1,2,1,3.3,1,0,1,1,0,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,26,1,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,26,1,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,26,1,5,0,6.3,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,26,1,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,27,3,1,1,2.4,0,1,0,0,0,0,0,1,0,0,1,0,F,Senior,Other
,,,,,,,,,,,27,3,2,1,3.3,1,0,1,1,0,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,27,3,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,27,3,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,27,3,5,0,6.3,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,27,3,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,28,2,1,1,2.4,0,1,0,0,0,0,0,1,0,0,1,0,F,Senior,Other
,,,,,,,,,,,28,2,2,1,1.2,1,0,1,1,1,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,28,2,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,28,2,4,0,5.7,0,1,1,0,0,0,0,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,28,2,5,0,5.4,0,1,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,28,2,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,29,4,1,1,3.8,0,1,0,0,0,0,0,1,0,1,1,0,F,Senior,Other
,,,,,,,,,,,29,4,2,1,2.1,1,0,1,1,1,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,29,4,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,29,4,4,0,5.9,0,1,1,0,0,0,1,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,29,4,5,0,6.3,0,1,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,29,4,6,1,6.2,0,0,0,0,0,0,0,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,30,6,1,1,5.7,0,1,0,0,0,0,0,1,0,1,1,1,F,Senior,Other
,,,,,,,,,,,30,6,2,1,3.0,1,0,1,1,1,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,30,6,3,1,5.7,0,1,0,1,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,30,6,4,0,6.8,0,1,1,0,0,0,1,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,30,6,5,0,7.2,0,1,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,30,6,6,1,8.1,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,31,4,1,1,-4.3,0,1,0,0,0,0,0,1,0,1,1,1,F,Senior,Other
,,,,,,,,,,,31,4,2,1,-21.4,1,0,1,0,1,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,31,4,3,1,-4.3,0,1,0,0,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,31,4,4,0,8.1,0,0,0,0,0,0,1,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,31,4,5,0,7.2,0,1,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,31,4,6,1,-1.9,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,32,5,1,1,-4.3,0,1,0,0,0,0,0,1,0,1,1,1,F,Senior,Other
,,,,,,,,,,,32,5,2,1,-13.7,1,0,1,0,0,0,1,0,1,1,1,1,F,Senior,Social
,,,,,,,,,,,32,5,3,1,-4.3,0,1,0,0,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,32,5,4,0,8.1,0,0,0,0,0,0,1,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,32,5,5,0,8.1,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,32,5,6,1,-1.9,0,0,0,0,0,0,1,1,1,1,1,0,F,Senior,Social
,,,,,,,,,,,33,6,1,1,-2.6,0,1,0,0,0,0,0,1,0,1,1,0,F,Senior,Other
,,,,,,,,,,,33,6,2,1,-10.5,1,0,1,0,0,0,1,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,33,6,3,1,-5.2,0,1,0,0,0,0,0,1,0,1,1,1,M,Senior,Social
,,,,,,,,,,,33,6,4,0,6.3,0,0,0,0,0,0,1,1,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,33,6,5,0,6.3,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,33,6,6,1,0.3,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,34,2,1,1,0.5,0,0,0,0,0,0,0,0,0,1,1,0,F,Senior,Other
,,,,,,,,,,,34,2,2,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,F,Senior,Social
,,,,,,,,,,,34,2,3,1,0.3,0,0,0,0,0,0,0,0,0,1,1,1,M,Senior,Social
,,,,,,,,,,,34,2,4,0,4.4,0,0,0,0,0,0,1,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,34,2,5,0,3.6,0,0,0,0,0,0,1,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,34,2,6,1,0.3,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,35,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,35,1,2,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,F,Senior,Social
,,,,,,,,,,,35,1,3,1,0.3,0,0,0,0,0,0,0,0,0,1,1,1,M,Senior,Social
,,,,,,,,,,,35,1,4,0,3.9,0,0,0,0,0,0,0,0,1,0,1,1,M,Senior,Eng
,,,,,,,,,,,35,1,5,0,3.5,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,35,1,6,1,0.3,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,36,3,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,36,3,2,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,F,Senior,Social
,,,,,,,,,,,36,3,3,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Social
,,,,,,,,,,,36,3,4,0,2.1,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Eng
,,,,,,,,,,,36,3,5,0,2.6,0,0,0,0,0,0,0,1,1,1,0,1,M,Junior,Social
,,,,,,,,,,,36,3,6,1,-0.6,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,37,5,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,37,5,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,37,5,3,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Social
,,,,,,,,,,,37,5,4,0,2.1,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Eng
,,,,,,,,,,,37,5,5,0,3.0,0,0,0,0,0,0,0,0,1,1,0,1,M,Junior,Social
,,,,,,,,,,,37,5,6,1,-0.6,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,38,4,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,38,4,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,38,4,3,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Social
,,,,,,,,,,,38,4,4,0,2.1,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Eng
,,,,,,,,,,,38,4,5,0,3.0,0,0,0,0,0,0,0,0,1,1,0,1,M,Junior,Social
,,,,,,,,,,,38,4,6,1,-0.6,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,39,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,39,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,39,1,3,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Social
,,,,,,,,,,,39,1,4,0,2.1,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Eng
,,,,,,,,,,,39,1,5,0,3.0,0,0,0,0,0,0,0,0,1,1,0,1,M,Junior,Social
,,,,,,,,,,,39,1,6,1,-0.6,0,0,0,0,0,0,0,0,1,1,1,0,F,Senior,Social
,,,,,,,,,,,40,6,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Other
,,,,,,,,,,,40,6,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Senior,Social
,,,,,,,,,,,40,6,3,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,M,Senior,Social
,,,,,,,,,,,40,6,4,0,2.1,0,0,0,0,0,0,0,0,0,0,1,1,M,Senior,Eng
,,,,,,,,,,,40,6,5,0,2.1,0,0,0,0,0,0,0,0,1,1,0,1,M,Junior,Social
